Invercargill;Invercargill;-46,4094;168,365;New Zealand;NZ;NZL;Southland;admin;49200
Shawinigan;Shawinigan;46,5504;-72,7333;Canada;CA;CAN;Québec;;49161
La Mirada;La Mirada;33,9025;-118,0093;United States;US;USA;California;;49095
Cypress;Cypress;33,8171;-118,0386;United States;US;USA;California;;49064
Larnaca;Larnaca;34,917;33,636;Cyprus;CY;CYP;Lárnaka;admin;48947
Barra do Corda;Barra do Corda;-5,5096;-45,26;Brazil;BR;BRA;Maranhão;;48901
Bloomfield;Bloomfield;40,8098;-74,1868;United States;US;USA;New Jersey;;48892
Cornwall;Cornwall;45,0171;-74,7333;Canada;CA;CAN;Ontario;;48821
Ceres;Ceres;37,5953;-120,9625;United States;US;USA;California;;48697
Luleå;Lulea;65,5966;22,1584;Sweden;SE;SWE;Norrbotten;admin;48638
Songkhla;Songkhla;7,21;100,56;Thailand;TH;THA;Songkhla;admin;48616
Floriano;Floriano;-6,7696;-43,03;Brazil;BR;BRA;Piauí;;48587
Serowe;Serowe;-22,39;26,71;Botswana;BW;BWA;Central;admin;48573
Vigan;Vigan;17,5747;120,3869;Philippines;PH;PHL;Ilocos Sur;admin;48545
Valladolid;Valladolid;20,6704;-88,2;Mexico;MX;MEX;Yucatán;;48479
Senhor do Bonfim;Senhor do Bonfim;-10,4496;-40,19;Brazil;BR;BRA;Bahia;;48471
Covina;Covina;34,0903;-117,8817;United States;US;USA;California;;48462
Cojutepeque;Cojutepeque;13,7167;-88,9333;El Salvador;SV;SLV;Cuscatlán;admin;48411
Asadābād;Asadabad;34,866;71,15;Afghanistan;AF;AFG;Kunaṟ;admin;48400
Rio Verde;Rio Verde;-17,8196;-50,93;Brazil;BR;BRA;Goiás;;48318
Mao;Mao;19,552;-71,075;Dominican Republic;DO;DOM;Cibao Noroeste;admin;48297
Ponte Nova;Ponte Nova;-20,4096;-42,9;Brazil;BR;BRA;Minas Gerais;;48187
Muğla;Mugla;37,2164;28,3639;Turkey;TR;TUR;Muğla;admin;48183
Kibuye;Kibuye;-2,05;29,35;Rwanda;RW;RWA;Western Province;admin;48024
El Kef;El Kef;36,1826;8,7148;Tunisia;TN;TUN;Kef;admin;47979
Guaxupé;Guaxupe;-21,29;-46,71;Brazil;BR;BRA;Minas Gerais;;47889
Goianésia;Goianesia;-15,3096;-49,13;Brazil;BR;BRA;Goiás;;47883
Ciudad de Huajuapam de León;Ciudad de Huajuapam de Leon;17,8104;-97,79;Mexico;MX;MEX;Oaxaca;minor;47844
Ratnapura;Ratnapura;6,693;80,386;Sri Lanka;LK;LKA;Sabaragamuwa;admin;47832
Capanema;Capanema;-1,19;-47,18;Brazil;BR;BRA;Pará;;47766
Moyobamba;Moyobamba;-6,0496;-76,9667;Peru;PE;PER;San Martín;admin;47734
Antelope;Antelope;38,7153;-121,361;United States;US;USA;California;;47728
Leribe;Leribe;-28,878;28,056;Lesotho;LS;LSO;Leribe;admin;47675
Autlán de Navarro;Autlan de Navarro;19,77;-104,37;Mexico;MX;MEX;Jalisco;minor;47669
Itamaraju;Itamaraju;-17,0396;-39,5299;Brazil;BR;BRA;Bahia;;47628
Mtsensk;Mtsensk;53,2647;36,5472;Russia;RU;RUS;Orlovskaya Oblast’;;47609
Badulla;Badulla;6,9837;81,0499;Sri Lanka;LK;LKA;Uva;admin;47587
Campo Belo;Campo Belo;-20,8896;-45,28;Brazil;BR;BRA;Minas Gerais;;47491
Āksum;Aksum;14,1304;38,72;Ethiopia;ET;ETH;Tigray;;47487
Montana;Montana;43,414;23,237;Bulgaria;BG;BGR;Montana;admin;47445
North Highlands;North Highlands;38,6713;-121,3721;United States;US;USA;California;;47357
Itaberaba;Itaberaba;-12,5196;-40,3;Brazil;BR;BRA;Bahia;;47301
Buri Ram;Buri Ram;15,0004;103,1166;Thailand;TH;THA;Buriram;admin;47292
Hämeenlinna;Hameenlinna;60,997;24,472;Finland;FI;FIN;Kanta-Häme;admin;47261
Lamía;Lamia;38,899;22,434;Greece;GR;GRC;Stereá Elláda;admin;47246
Meru;Meru;0,06;37,64;Kenya;KE;KEN;Meru;admin;47226
Rosso;Rosso;16,524;-15,8127;Mauritania;MR;MRT;Trarza;admin;47203
Breves;Breves;-1,68;-50,49;Brazil;BR;BRA;Pará;;47164
Progreso;Progreso;21,2833;-89,6666;Mexico;MX;MEX;Yucatán;minor;47124
Mandeville;Mandeville;18,033;-77,5;Jamaica;JM;JAM;Manchester;admin;47115
Busia;Busia;0,4544;34,0758;Uganda;UG;UGA;Busia;admin;47100
Nacaome;Nacaome;13,53;-87,49;Honduras;HN;HND;Valle;admin;47000
Boosaaso;Boosaaso;11,28;49,18;Somalia;SO;SOM;Bari;admin;46969
New Amsterdam;New Amsterdam;6,25;-57,53;Guyana;GY;GUY;East Berbice-Corentyne;admin;46874
Berat;Berat;40,71;19,972;Albania;AL;ALB;Berat;admin;46866
Kanye;Kanye;-24,9696;25,34;Botswana;BW;BWA;Southern;admin;46831
Choma;Choma;-16,8095;26,97;Zambia;ZM;ZMB;Southern;admin;46746
Leopoldina;Leopoldina;-21,53;-42,64;Brazil;BR;BRA;Minas Gerais;;46742
Njombe;Njombe;-9,3296;34,77;Tanzania;TZ;TZA;Njombe;admin;46724
Kokkola;Kokkola;63,8333;23,1167;Finland;FI;FIN;Keski-Pohjanmaa;admin;46714
Aweil;Aweil;8,7666;27,4;South Sudan;SS;SSD;Northern Bahr el Ghazal;admin;46705
Mikkeli;Mikkeli;61,69;27,285;Finland;FI;FIN;Etelä-Savo;admin;46550
Middelburg;Middelburg;51,502;3,61;Netherlands;NL;NLD;Zeeland;admin;46485
Everett;Everett;42,4064;-71,0545;United States;US;USA;Massachusetts;;46324
Hollister;Hollister;36,8563;-121,3981;United States;US;USA;California;;46183
Östersund;Ostersund;63,1833;14,65;Sweden;SE;SWE;Jämtland;admin;46178
Mahdia;Mahdia;35,4839;11,0409;Tunisia;TN;TUN;Mahdia;admin;45977
Santiago;Santiago;8,1004;-80,9833;Panama;PA;PAN;Veraguas;admin;45955
Trujillo Alto;Trujillo Alto;18,3601;-66,0103;Puerto Rico;PR;PRI;Puerto Rico;;45936
Nevers;Nevers;46,9837;3,1667;France;FR;FRA;Bourgogne-Franche-Comté;minor;45929
Gbarnga;Gbarnga;7,0104;-9,49;Liberia;LR;LBR;Bong;admin;45835
Jalapa;Jalapa;14,633;-89,989;Guatemala;GT;GTM;Jalapa;admin;45834
Coyhaique;Coyhaique;-45,57;-72,07;Chile;CL;CHL;Aysén;admin;45787
Wajir;Wajir;1,7504;40,05;Kenya;KE;KEN;Wajir;admin;45771
Buta;Buta;2,82;24,74;Congo (Kinshasa);CD;COD;Bas-Uélé;admin;45677
Puttalam;Puttalam;8,033;79,826;Sri Lanka;LK;LKA;North Western;;45661
Komotiní;Komotini;41,1333;25,4167;Greece;GR;GRC;Anatolikí Makedonía kai Thráki;admin;45631
Liberia;Liberia;10,6338;-85,4333;Costa Rica;CR;CRI;Guanacaste;admin;45380
Sololá;Solola;14,773;-91,183;Guatemala;GT;GTM;Sololá;admin;45373
Dédougou;Dedougou;12,455;-3,464;Burkina Faso;BF;BFA;Boucle du Mouhoun;admin;45341
Hackensack;Hackensack;40,889;-74,0461;United States;US;USA;New Jersey;;45248
Altadena;Altadena;34,1928;-118,1345;United States;US;USA;California;;45236
Cametá;Cameta;-2,2396;-49,51;Brazil;BR;BRA;Pará;;45200
Inverness;Inverness;57,4671;-4,2333;United Kingdom;GB;GBR;Highland;admin;45158
Leiria;Leiria;39,739;-8,805;Portugal;PT;PRT;Leiria;admin;45112
Oakland Park;Oakland Park;26,178;-80,1528;United States;US;USA;Florida;;45035
Iganga;Iganga;0,6092;33,4686;Uganda;UG;UGA;Iganga;admin;45024
Arlington;Arlington;42,4187;-71,1639;United States;US;USA;Massachusetts;;44992
University;University;28,0771;-82,4335;United States;US;USA;Florida;;44979
Itanagar;Itanagar;27,1004;93,6166;India;IN;IND;Arunāchal Pradesh;admin;44971
Piripiri;Piripiri;-4,2696;-41,79;Brazil;BR;BRA;Piauí;;44864
Si Sa Ket;Si Sa Ket;15,1203;104,3298;Thailand;TH;THA;Sisaket;admin;44751
Linden;Linden;5,99;-58,27;Guyana;GY;GUY;Upper Demerara-Berbice;admin;44690
Kabale;Kabale;-1,2496;29,98;Uganda;UG;UGA;Kabale;admin;44600
Cleveland Heights;Cleveland Heights;41,5112;-81,5636;United States;US;USA;Ohio;;44562
Trollhättan;Trollhattan;58,2671;12,3;Sweden;SE;SWE;Västra Götaland;minor;44543
Annandale;Annandale;38,8324;-77,196;United States;US;USA;Virginia;;44504
Camocim;Camocim;-2,9;-40,85;Brazil;BR;BRA;Ceará;;44481
Cobija;Cobija;-11,0333;-68,7333;Bolivia;BO;BOL;Pando;admin;44437
Umm al Qaywayn;Umm al Qaywayn;25,5653;55,5533;United Arab Emirates;AE;ARE;Umm al Qaywayn;admin;44411
Huancavelica;Huancavelica;-12,79;-74,99;Peru;PE;PER;Huancavelica;admin;44388
Bluefields;Bluefields;12;-83,7649;Nicaragua;NI;NIC;Caribe Sur;admin;44373
Aracati;Aracati;-4,56;-37,77;Brazil;BR;BRA;Ceará;;44293
Atar;Atar;20,5166;-13,05;Mauritania;MR;MRT;Adrar;admin;44265
North Lauderdale;North Lauderdale;26,2113;-80,2209;United States;US;USA;Florida;;44198
Pärnu;Parnu;58,3747;24,5136;Estonia;EE;EST;Pärnumaa;admin;44192
North Miami Beach;North Miami Beach;25,9302;-80,166;United States;US;USA;Florida;;44124
Chitré;Chitre;7,97;-80,42;Panama;PA;PAN;Herrera;admin;44082
Inhumas;Inhumas;-16,36;-49,5;Brazil;BR;BRA;Goiás;;44058
Belleville;Belleville;44,1667;-77,3833;Canada;CA;CAN;Ontario;;43990
Whitney;Whitney;36,1005;-115,038;United States;US;USA;Nevada;;43955
Hāgere Hiywet;Hagere Hiywet;8,9804;37,85;Ethiopia;ET;ETH;Oromīya;;43920
Phatthalung;Phatthalung;7,615;100,081;Thailand;TH;THA;Phatthalung;admin;43522
Freeport;Freeport;40,6515;-73,585;United States;US;USA;New York;;43508
Araranguá;Ararangua;-28,94;-49,5;Brazil;BR;BRA;Santa Catarina;;43444
Oyem;Oyem;1,6166;11,5833;Gabon;GA;GAB;Woleu-Ntem;admin;43423
Salem;Salem;42,5129;-70,902;United States;US;USA;Massachusetts;;43415
San Bruno;San Bruno;37,6254;-122,4313;United States;US;USA;California;;43299
West Babylon;West Babylon;40,7112;-73,3567;United States;US;USA;New York;;43168
Vichy;Vichy;46,1171;3,4167;France;FR;FRA;Auvergne-Rhône-Alpes;minor;43158
Bilwi;Bilwi;14,0333;-83,3834;Nicaragua;NI;NIC;Caribe Norte;admin;43001
Franceville;Franceville;-1,6333;13,5833;Gabon;GA;GAB;Haut-Ogooué;admin;42967
Concord;Concord;43,2305;-71,5595;United States;US;USA;New Hampshire;admin;42935
Ventspils;Ventspils;57,3899;21,5606;Latvia;LV;LVA;Ventspils;admin;42884
Rohnert Park;Rohnert Park;38,348;-122,6964;United States;US;USA;California;;42838
Santo Domingo Tehuantepec;Santo Domingo Tehuantepec;16,33;-95,23;Mexico;MX;MEX;Oaxaca;minor;42776
Bell Gardens;Bell Gardens;33,9663;-118,155;United States;US;USA;California;;42747
Canindé;Caninde;-4,35;-39,31;Brazil;BR;BRA;Ceará;;42720
Fort Portal;Fort Portal;0,671;30,275;Uganda;UG;UGA;Kabarole;admin;42670
Montemorelos;Montemorelos;25,19;-99,84;Mexico;MX;MEX;Nuevo León;minor;42640
Cabo San Lucas;Cabo San Lucas;22,8928;-109,9045;Mexico;MX;MEX;Baja California Sur;;42601
Dieppe;Dieppe;49,9337;1,0833;France;FR;FRA;Normandie;minor;42461
Charlottetown;Charlottetown;46,2493;-63,1313;Canada;CA;CAN;Prince Edward Island;admin;42402
Hicksville;Hicksville;40,7637;-73,5245;United States;US;USA;New York;;42368
Mercedes;Mercedes;-33,2595;-58,03;Uruguay;UY;URY;Soriano;admin;42359
Mansa;Mansa;-11,2;28,89;Zambia;ZM;ZMB;Luapula;admin;42277
Lovech;Lovech;43,138;24,719;Bulgaria;BG;BGR;Lovech;admin;42211
Salgueiro;Salgueiro;-8,0596;-39,13;Brazil;BR;BRA;Pernambuco;;42152
Sidi Bouzid;Sidi Bouzid;35,0167;9,5;Tunisia;TN;TUN;Sidi Bouzid;admin;42098
Penedo;Penedo;-10,2696;-36,58;Brazil;BR;BRA;Alagoas;;42097
Castro;Castro;-24,79;-50,01;Brazil;BR;BRA;Paraná;;42091
Miercurea-Ciuc;Miercurea-Ciuc;46,361;25,524;Romania;RO;ROU;Harghita;admin;42029
Tizimín;Tizimin;21,1304;-88,15;Mexico;MX;MEX;Yucatán;minor;41993
Brumado;Brumado;-14,21;-41,67;Brazil;BR;BRA;Bahia;;41989
Lindi;Lindi;-10;39,7;Tanzania;TZ;TZA;Lindi;admin;41912
Artigas;Artigas;-30,416;-56,486;Uruguay;UY;URY;Artigas;admin;41909
Woonsocket;Woonsocket;42,001;-71,4993;United States;US;USA;Rhode Island;;41759
Waipahu;Waipahu;21,3858;-158,0103;United States;US;USA;Hawaii;;41715
Campbell;Campbell;37,2801;-121,9538;United States;US;USA;California;;41544
Chiquimula;Chiquimula;14,797;-89,544;Guatemala;GT;GTM;Chiquimula;admin;41521
Victoriaville;Victoriaville;46,0504;-71,9667;Canada;CA;CAN;Québec;;41500
Jaguaquara;Jaguaquara;-13,53;-39,97;Brazil;BR;BRA;Bahia;;41498
Grande Prairie;Grande Prairie;55,1666;-118,8;Canada;CA;CAN;Alberta;;41462
Lusambo;Lusambo;-4,9696;23,43;Congo (Kinshasa);CD;COD;Sankuru;admin;41416
Faro;Faro;37,0171;-7,9333;Portugal;PT;PRT;Faro;admin;41355
Saurimo;Saurimo;-9,6596;20,39;Angola;AO;AGO;Lunda Sul;admin;41316
Garça;Garca;-22,22;-49,66;Brazil;BR;BRA;São Paulo;;41302
Minas;Minas;-34,37;-55,23;Uruguay;UY;URY;Lavalleja;admin;41180
Villarrica;Villarrica;-25,75;-56,4333;Paraguay;PY;PRY;Guairá;admin;41157
Mityana;Mityana;0,4004;32,05;Uganda;UG;UGA;Mityana;admin;41131
Cao Bằng;Cao Bang;22,664;106,268;Vietnam;VN;VNM;Cao Bằng;admin;41112
Palmeira dos Índios;Palmeira dos Indios;-9,4166;-36,6166;Brazil;BR;BRA;Alagoas;;41095
Bastia;Bastia;42,7032;9,45;France;FR;FRA;Corsica;;41001
Teaneck;Teaneck;40,89;-74,0107;United States;US;USA;New Jersey;;40977
Frutal;Frutal;-20,03;-48,94;Brazil;BR;BRA;Minas Gerais;;40931
Wilkes-Barre;Wilkes-Barre;41,2468;-75,8759;United States;US;USA;Pennsylvania;;40806
Chapadinha;Chapadinha;-3,7395;-43,36;Brazil;BR;BRA;Maranhão;;40804
Greenacres;Greenacres;26,6272;-80,1372;United States;US;USA;Florida;;40719
Bom Jesus da Lapa;Bom Jesus da Lapa;-13,2495;-43,44;Brazil;BR;BRA;Bahia;;40691
San Gabriel;San Gabriel;34,0948;-118,099;United States;US;USA;California;;40514
Yambio;Yambio;4,5705;28,4163;South Sudan;SS;SSD;Western Equatoria;admin;40382
La Puente;La Puente;34,0323;-117,9533;United States;US;USA;California;;40322
Bilecik;Bilecik;40,15;29,983;Turkey;TR;TUR;Bilecik;admin;40285
Chelsea;Chelsea;42,3959;-71,0325;United States;US;USA;Massachusetts;;40227
Bozoum;Bozoum;6,317;16,3833;Central African Republic;CF;CAF;Ouham-Pendé;admin;40201
Inongo;Inongo;-1,94;18,28;Congo (Kinshasa);CD;COD;Mai-Ndombe;admin;40113
Ali Sabieh;Ali Sabieh;11,1562;42,7125;Djibouti;DJ;DJI;Ali Sabieh;admin;40074
Kaya;Kaya;13,0904;-1,09;Burkina Faso;BF;BFA;Centre-Nord;admin;40017
Salamá;Salama;15,103;-90,314;Guatemala;GT;GTM;Baja Verapaz;admin;40000
Kendall West;Kendall West;25,7065;-80,4388;United States;US;USA;Florida;;39952
Ciudad Constitución;Ciudad Constitucion;25,04;-111,66;Mexico;MX;MEX;Baja California Sur;minor;39915
Hallandale Beach;Hallandale Beach;25,9854;-80,1423;United States;US;USA;Florida;;39831
Daman;Daman;20,417;72,85;India;IN;IND;Damān and Diu;admin;39737
Laguna;Laguna;-28,48;-48,78;Brazil;BR;BRA;Santa Catarina;;39711
Mochudi;Mochudi;-24,377;26,152;Botswana;BW;BWA;Kgatleng;admin;39700
Goroka;Goroka;-6,0833;145,3855;Papua New Guinea;PG;PNG;Eastern Highlands;admin;39699
Perth;Perth;56,4003;-3,47;United Kingdom;GB;GBR;Perth and Kinross;admin;39654
Salgótarján;Salgotarjan;48,105;19,826;Hungary;HU;HUN;Nógrád;admin;39640
Zacatecoluca;Zacatecoluca;13,508;-88,868;El Salvador;SV;SLV;La Paz;admin;39613
Tozeur;Tozeur;33,9304;8,13;Tunisia;TN;TUN;Tozeur;admin;39504
Russas;Russas;-4,94;-37,98;Brazil;BR;BRA;Ceará;;39465
Marumsco;Marumsco;38,6373;-77,262;United States;US;USA;Virginia;;39390
Antigua Guatemala;Antigua Guatemala;14,5667;-90,7333;Guatemala;GT;GTM;Sacatepéquez;admin;39368
Roi Et;Roi Et;16,051;103,655;Thailand;TH;THA;Roi Et;admin;39328
Annapolis;Annapolis;38,9706;-76,5047;United States;US;USA;Maryland;admin;39321
Keizer;Keizer;45,0029;-123,0241;United States;US;USA;Oregon;;39315
South Miami Heights;South Miami Heights;25,5886;-80,3862;United States;US;USA;Florida;;39312
Culver City;Culver City;34,0058;-118,3968;United States;US;USA;California;;39283
Montclair;Montclair;34,0714;-117,6981;United States;US;USA;California;;39276
Upper Hutt;Upper Hutt;-41,1355;175,029;New Zealand;NZ;NZL;Wellington;;39200
Xam Nua;Xam Nua;20,4167;104,0333;Laos;LA;LAO;Houaphan;admin;38992
Mineiros;Mineiros;-17,5695;-52,56;Brazil;BR;BRA;Goiás;;38951
Northglenn;Northglenn;39,9107;-104,9783;United States;US;USA;Colorado;;38928
Pinheiro;Pinheiro;-2,5196;-45,09;Brazil;BR;BRA;Maranhão;;38893
Dún Dealgan;Dun Dealgan;54,0004;-6,4167;Ireland;IE;IRL;Louth;admin;38884
Joaçaba;Joacaba;-27,17;-51,5;Brazil;BR;BRA;Santa Catarina;;38876
Caloundra;Caloundra;-26,8;153,1333;Australia;AU;AUS;Queensland;;38706
Frankfort;Frankfort;38,1924;-84,8643;United States;US;USA;Kentucky;admin;38664
Montclair;Montclair;40,8254;-74,211;United States;US;USA;New Jersey;;38572
Mission Bend;Mission Bend;29,6948;-95,6657;United States;US;USA;Texas;;38570
Phrae;Phrae;18,1533;100,1629;Thailand;TH;THA;Phrae;admin;38538
Stanton;Stanton;33,8002;-117,9935;United States;US;USA;California;;38528
Kérkyra;Kerkyra;39,6154;19,9147;Greece;GR;GRC;Ionía Nísia;admin;38517
Ruyigi;Ruyigi;-3,481;30,244;Burundi;BI;BDI;Ruyigi;admin;38458
Hà Giang;Ha Giang;22,8337;104,9833;Vietnam;VN;VNM;Hà Giang;admin;38362
Rēzekne;Rezekne;56,5;27,3166;Latvia;LV;LVA;Rēzeknes Novads;admin;38340
Chur;Chur;46,85;9,5;Switzerland;CH;CHE;Graubünden;admin;38293
Razgrad;Razgrad;43,534;26,536;Bulgaria;BG;BGR;Razgrad;admin;38285
Aventura;Aventura;25,9565;-80,1372;United States;US;USA;Florida;;38202
Tenkodogo;Tenkodogo;11,7804;-0,3697;Burkina Faso;BF;BFA;Centre-Est;admin;38108
Lake Worth;Lake Worth;26,6195;-80,0591;United States;US;USA;Florida;;38107
Flores;Flores;16,9337;-89,8833;Guatemala;GT;GTM;Petén;admin;38035
Salekhard;Salekhard;66,535;66,61;Russia;RU;RUS;Yamalo-Nenetskiy Avtonomnyy Okrug;admin;38025
Hanover Park;Hanover Park;41,9818;-88,1447;United States;US;USA;Illinois;;37982
Remanso;Remanso;-9,5996;-42,11;Brazil;BR;BRA;Bahia;;37945
Valley Stream;Valley Stream;40,6647;-73,7044;United States;US;USA;New York;;37935
Fort Lee;Fort Lee;40,8509;-73,9712;United States;US;USA;New Jersey;;37907
Nanuque;Nanuque;-17,84;-40,35;Brazil;BR;BRA;Minas Gerais;;37824
Al Bayḑā’;Al Bayda';13,979;45,574;Yemen;YE;YEM;Al Bayḑā’;admin;37821
Camargo;Camargo;27,6904;-105,1701;Mexico;MX;MEX;Chihuahua;minor;37743
Penticton;Penticton;49,5004;-119,5833;Canada;CA;CAN;British Columbia;;37721
Park Ridge;Park Ridge;42,0125;-87,8436;United States;US;USA;Illinois;;37494
Juticalpa;Juticalpa;14,6704;-86,23;Honduras;HN;HND;Olancho;admin;37442
Kasulu;Kasulu;-4,5796;30,1;Tanzania;TZ;TZA;Kigoma;;37349
Diamantina;Diamantina;-18,24;-43,61;Brazil;BR;BRA;Minas Gerais;;37343
San Vicente;San Vicente;13,641;-88,785;El Salvador;SV;SLV;San Vicente;admin;37326
‘Ataq;`Ataq;14,55;46,8;Yemen;YE;YEM;Shabwah;admin;37315
East Meadow;East Meadow;40,7197;-73,5604;United States;US;USA;New York;;37195
Kearns;Kearns;40,652;-112,0093;United States;US;USA;Utah;;37194
Šibenik;Sibenik;43,7272;15,9058;Croatia;HR;HRV;Šibensko-Kninska Županija;admin;37112
West Hollywood;West Hollywood;34,0883;-118,3719;United States;US;USA;California;;37080
Rayong;Rayong;12,6718;101,2815;Thailand;TH;THA;Rayong;admin;37035
Dubrovnik;Dubrovnik;42,6609;18,0914;Croatia;HR;HRV;Dubrovačko-Neretvanska Županija;admin;36994
Egypt Lake-Leto;Egypt Lake-Leto;28,0177;-82,5062;United States;US;USA;Florida;;36964
Richmond West;Richmond West;25,6105;-80,4297;United States;US;USA;Florida;;36898
Rosário do Sul;Rosario do Sul;-30,25;-54,92;Brazil;BR;BRA;Rio Grande do Sul;;36721
Retalhuleu;Retalhuleu;14,5371;-91,677;Guatemala;GT;GTM;Retalhuleu;admin;36656
Lincoln Park;Lincoln Park;42,2432;-83,1811;United States;US;USA;Michigan;;36655
Nueva Rosita;Nueva Rosita;27,95;-101,22;Mexico;MX;MEX;Coahuila de Zaragoza;;36642
Elmont;Elmont;40,7033;-73,7078;United States;US;USA;New York;;36636
Drogheda;Drogheda;53,7193;-6,3478;Ireland;IE;IRL;Louth;;36533
Cristalina;Cristalina;-16,77;-47,61;Brazil;BR;BRA;Goiás;;36531
San José;San Jose;-34,35;-56,71;Uruguay;UY;URY;San José;admin;36529
Falun;Falun;60,613;15,647;Sweden;SE;SWE;Dalarna;admin;36477
Tuyên Quang;Tuyen Quang;21,818;105,211;Vietnam;VN;VNM;Tuyên Quang;admin;36430
Dover;Dover;51,1337;1,3;United Kingdom;GB;GBR;Kent;;36384
Belleville;Belleville;40,795;-74,1616;United States;US;USA;New Jersey;;36383
Temple City;Temple City;34,1022;-118,0579;United States;US;USA;California;;36367
La Presa;La Presa;32,711;-117,0027;United States;US;USA;California;;36225
São Francisco do Sul;Sao Francisco do Sul;-26,2396;-48,6;Brazil;BR;BRA;Santa Catarina;;36224
Richfield;Richfield;44,8762;-93,2833;United States;US;USA;Minnesota;;36151
Zacapa;Zacapa;14,972;-89,529;Guatemala;GT;GTM;Zacapa;admin;36088
Lauderdale Lakes;Lauderdale Lakes;26,1682;-80,2017;United States;US;USA;Florida;;36069
Chillum;Chillum;38,9667;-76,979;United States;US;USA;Maryland;;36047
Kahama;Kahama;-3,8196;32,58;Tanzania;TZ;TZA;Shinyanga;;36014
Paphos;Paphos;34,7559;32,4225;Cyprus;CY;CYP;Páfos;admin;35961
Manhattan Beach;Manhattan Beach;33,8895;-118,3972;United States;US;USA;California;;35924
Beja;Beja;38,014;-7,863;Portugal;PT;PRT;Beja;admin;35854
Bell;Bell;33,9801;-118,1798;United States;US;USA;California;;35811
Ulaangom;Ulaangom;49,9833;92,0666;Mongolia;MN;MNG;Uvs;admin;35796
Phichit;Phichit;16,439;100,349;Thailand;TH;THA;Phichit;admin;35760
Watertown Town;Watertown Town;42,37;-71,1774;United States;US;USA;Massachusetts;;35756
Oriximiná;Oriximina;-1,7596;-55,87;Brazil;BR;BRA;Pará;;35581
Barreiros;Barreiros;-8,8296;-35,2;Brazil;BR;BRA;Pernambuco;;35565
Santa Rosa de Copán;Santa Rosa de Copan;14,77;-88,78;Honduras;HN;HND;Copán;admin;35529
Xique-Xique;Xique-Xique;-10,82;-42,73;Brazil;BR;BRA;Bahia;;35433
Göyçay;Goycay;40,6534;47,7406;Azerbaijan;AZ;AZE;Göyçay;admin;35348
La Barca;La Barca;20,2804;-102,56;Mexico;MX;MEX;Jalisco;minor;35345
Pánuco;Panuco;22,0604;-98,19;Mexico;MX;MEX;Veracruz;minor;35316
Loei;Loei;17,4919;101,7315;Thailand;TH;THA;Loei;admin;35273
Shumerlya;Shumerlya;55,4848;46,4244;Russia;RU;RUS;Chuvashiya;;35230
Karlskrona;Karlskrona;56,203;15,296;Sweden;SE;SWE;Blekinge;admin;35212
Luebo;Luebo;-5,3495;21,41;Congo (Kinshasa);CD;COD;Kasaï;admin;35183
Talas;Talas;42,5184;72,2429;Kyrgyzstan;KG;KGZ;Talas;admin;35172
Jacarèzinho;Jacarezinho;-23,1599;-49,98;Brazil;BR;BRA;Paraná;;35090
La Asunción;La Asuncion;11,0333;-63,8833;Venezuela;VE;VEN;Nueva Esparta;admin;35084
Samut Songkhram;Samut Songkhram;13,413;100,001;Thailand;TH;THA;Samut Songkhram;admin;35065
Kalmar;Kalmar;56,667;16,3666;Sweden;SE;SWE;Kalmar;admin;35024
Taibao;Taibao;23,45;120,3333;Taiwan;TW;TWN;Chiayi;admin;35000
Itapecuru Mirim;Itapecuru Mirim;-3,4;-44,36;Brazil;BR;BRA;Maranhão;;34943
Ölgiy;Olgiy;48,9337;89,95;Mongolia;MN;MNG;Bayan-Ölgiy;admin;34934
Sinop;Sinop;42,023;35,153;Turkey;TR;TUR;Sinop;admin;34834
Viborg;Viborg;56,4333;9,4;Denmark;DK;DNK;Midtjylland;admin;34831
Januária;Januaria;-15,48;-44,37;Brazil;BR;BRA;Minas Gerais;;34811
Rovaniemi;Rovaniemi;66,5;25,7159;Finland;FI;FIN;Lappi;admin;34781
Adjumani;Adjumani;3,3614;31,8097;Uganda;UG;UGA;Adjumani;admin;34700
Port-de-Paix;Port-de-Paix;19,9318;-72,8295;Haiti;HT;HTI;Nord-Ouest;admin;34657
Osório;Osorio;-29,88;-50,27;Brazil;BR;BRA;Rio Grande do Sul;;34628
University City;University City;38,6657;-90,3315;United States;US;USA;Missouri;;34549
Satun;Satun;6,6167;100,0667;Thailand;TH;THA;Satun;admin;34544
Norristown;Norristown;40,1224;-75,3398;United States;US;USA;Pennsylvania;;34510
Oildale;Oildale;35,4249;-119,0279;United States;US;USA;California;;34496
Beverly Hills;Beverly Hills;34,0786;-118,4021;United States;US;USA;California;;34484
Foster City;Foster City;37,5553;-122,2659;United States;US;USA;California;;34412
Englewood;Englewood;39,6468;-104,9942;United States;US;USA;Colorado;;34407
Bragança;Braganca;41,808;-6,755;Portugal;PT;PRT;Bragança;admin;34375
Bouar;Bouar;5,95;15,6;Central African Republic;CF;CAF;Nana-Mambéré;admin;34372
Goba;Goba;7,01;39,97;Ethiopia;ET;ETH;Oromīya;;34369
Gisborne;Gisborne;-38,6633;178,0181;New Zealand;NZ;NZL;Gisborne;admin;34300
Babati;Babati;-4,2195;35,75;Tanzania;TZ;TZA;Manyara;admin;34291
Sibut;Sibut;5,7338;19,0833;Central African Republic;CF;CAF;Kémo;admin;34267
Karonga;Karonga;-9,9329;33,9333;Malawi;MW;MWI;Karonga;admin;34207
